code,question,ans1,pts1,ans2,pts2,ans3,pts3,ans4,pts4,ans5,pts5
W20V,"Au sol, sans vent, votre aile dévie de la trajectoire prévue :",vous vous opposez à l'aile avec votre corps en freinant du côté où vous voulez la ramener,-6,vous accélérez au devant de l'aile et vous la ramenez en freinant du côté où vous voulez aller,6,vous regardez votre aile pendant la correction,0,,,,
W21V,"Votre aile est gonflée, stabilisée. Pour décoller :",vous continuez d'accélérer en tenant fermement les élévateurs avants,-6,vous chargez votre ventrale puis accélérez mains hautes jusqu'au décollage,-6,vous accélérez mains hautes en chargeant votre ventrale puis freinez franchement au moment du décollage,-6,vous chargez progressivement votre ventrale en même temps que votre course s'accélère et gardez un contact permanent avec vos commandes,6,,
W22V,"Juste après le décollage, vous :",lâchez les commandes pour mieux vous asseoir,-6,vous assurez d'avoir une vitesse suffisante pour être bien manœuvrant,3,vérifiez visuellement que votre parapente est bien gonflé,-6,vous occupez de votre trajectoire et des autres ailes déjà en vol,3,,
W23B,"En vol, bras hauts, vos freins sont tendus et le bord de fuite est un peu abaissé :",ça améliore la finesse sans action sur les commandes,-6,cela n'a que peu d'influence sur l'aile,-6,c'est mieux pour le gonflage,-6,il faut rallonger et régler les freins pour le prochain vol,6,,
W24V,"En vol, une turbulence soulève mon assise du côté droit",cela va déséquilibrer ma trajectoire vers la droite,-6,ma commande droite durcit,3,"pour garder mon cap, je résiste au déséquilibre en appliquant mon poids à droite et en freinant du même côté",3,"pour garder mon cap, je résiste au déséquilibre en appliquant mon poids à droite et en freinant du côté gauche",-6,,
W25V,"En vol, en air calme et loin du relief, vous lâchez les commandes :","pour des freins bien réglés, si vous regardez votre bord de fuite, il est très légèrement bridé",-6,vous êtes à vitesse maximale (sans accélérateur),2,avec la plupart des ailes de parapente vous volez à finesse max,2,il est aisé d'infléchir votre trajectoire en appliquant votre poids d'un côté ou de l'autre de votre assise,2,,
W26V,Vous faites les oreilles :,en gardant les freins dans les mains,2,en tirant les élévateurs avants,-6,en tirant une ou plusieurs suspentes extérieures de la ligne des A (lire la notice technique de votre aile),4,en tirant la suspente droite et gauche des deux extrémités de l'envergure (stabilo),-6,,
W27B,"En faisant les oreilles, vous :",augmentez le taux de chute,3,diminuez la finesse/air,3,augmentez la manœuvrabilité de l'aile,-6,,,,
W28B,Vous faites les oreilles :,vous augmentez votre finesse/air,-6,"vent de face, votre finesse/sol augmente",-6,c'est un moyen de descente rapide qui peut doubler votre taux de chute,6,ça n'abîme pas l'aile,0,,
W29B,en turbulences vous faites les oreilles :,votre aile sera moins sensible en tangage,3,vous ne pourrez plus piloter avec vos freins,3,c'est fortement déconseillé,-6,,,,
W2V,Le passage au premier grand vol en parapente :,se fait le premier ou le deuxième jour de stage après quelques gonflages sur le plat,-6,se fait directement vu les risques d'accident en pente école,-6,nécessite un apprentissage technique et sérieux,3,"nécessite une adaptation progressive au vide ( petits vols, vols intermédiaires, biplaces pédagogiques)",3,,
W30B,"A vitesse de taux de chute mini, pour amorcer un virage à droite sans trop perdre de vitesse et ne pas risquer la mise en vrille, vous devez :",tirer sur le frein droit,-6,appliquer mon poids sur les élévateurs de droite,3,relever le frein gauche,3,,,,
W31V,La réalisation d'un virage à 360° :,est à proscrire près du sol,2,peut s'employer sans danger à proximité immédiate d'un relief,-6,implique de gérer une dérive/sol en présence de vent,2,s'utilise pour se maintenir dans un secteur ascendant,2,,
W32M,Un virage à 360° :,a une vitesse qui est sans rapport avec son inclinaison,-6,augmente le taux de chute,2,permet d'évaluer sa dérive,2,augmente la vitesse de vol,2,,
W33B,Vous constatez une diminution du vent relatif. L'aile s'enfonce. Vous réagissez en :,tirant sur les freins pour réduire le taux de chute qui est en passe d'augmenter,-6,faisant les oreilles pour fuir au plus vite le secteur,-6,en débridant totalement l'aile quitte à produire une abattée et augmenter le taux de chute,6,,,,
W34B,"En vol, la diminution importante du vent relatif a pour conséquence :",l'affaiblissement du bruit du vent dans les oreilles,2,de vous obliger à abaisser vos mains pour garder le contact avec l'aile,-6,de vous obliger à lever vos mains pour favoriser la reprise de vitesse,2,une abattée dont l'amplitude peut exiger d'être contrôlée,2,,
W35B,Vous volez au taux de chute minimum ; vous allez rentrer dans une ascendance :,vous vous préparez à freiner,-6,vous conservez votre régime de vol,0,vous vous préparez à relâcher les freins,0,vous augmentez votre vitesse,6,,
W36B,Pour rester dans une ascendance dynamique près du relief :,vous faites des 360° devant la pente,-6,vous volez à la vitesse minimum de l'aile,-6,vous faites des 8 longs en tournant face au vent,6,vous faites des 8 longs en tournant face à la pente,-6,,
W37B,En vol si vous ressentez des turbulences :,vous pilotez de manière à amortir en priorité les mouvements pendulaires de l'aile,2,vous restez bras hauts,-6,vous restez attentifs aux informations que vous procurent vos commandes,2,vous les contrez pour conserver votre cap et veillez à conserver de la vitesse,2,,
W38M,"Pour minimiser les risques de fermetures en vol turbulent, il faut voler :",aux faibles incidences,-6,à vitesse élevée,-6,entre taux de chute mini et finesse max,2,en cherchant à entretenir une tension constante dans chaque commande,4,,
W39B,En vol de pente une violente turbulence replie brutalement une demi-aile de votre parapente :,vous relevez les bras et prenez un maximum de vitesse pour éviter le décrochage,-6,si votre première action n'apporte pas le résultat escompté vous extrayez et lancez votre secours,3,vous tirez immédiatement sur le frein correspondant au côté fermé pour en forcer la réouverture,-6,vous contrôlez votre départ en rotation tout en gardant une vitesse suffisante pour éviter un « sur contre »,3,,
W3V,Le passage du brevet de pilote initial (niveau vert) parapente nécessite une progression :,qui dure plusieurs semaines,3,qui dure environ une semaine,-6,d'une trentaine de grands vols au minimum,3,permettant d'accéder à une autonomie sur divers sites en aérologies variées,-6,,
W40B,"Durant un vol de pente à 50 m du sol, le sifflement du vent faiblit et votre aile s'enfonce en se trouvant proche de la vitesse de décrochage ; pour éviter le crash :",vous freinez immédiatement pour ralentir la vitesse de rapprochement du sol,-6,"vous appliquez votre poids du côté dégagé en relevant les mains puis, dès que la vitesse est revenue, vous utilisez la commande pour virer",6,vous engagez immédiatement un virage prononcé pour vous éloigner de la pente,-6,,,,
W41B,Votre voile se replie brusquement côté relief :,vous forcez sa réouverture avec un abaissement ample du frein côté fermé,-3,vous contrez commande + sellette pour garder votre cap,6,vous infléchissez energiquement votre trajectoire vers la vallée malgré la demi-aile fermée,-6,,,,
W42B,Vous êtes dos au relief et votre voile se ferme à 40 % sur la gauche ce qui la met en virage à gauche :,vous laissez faire si votre parapente est classé A de la norme CEN,-6,vous freinez à gauche amplement pour regonfler le côté fermé,-6,vous freinez symétriquement des deux côtés,0,vous contrez à droite pour vous dégager du relief tout en évitant le « surcontre »,6,,
W43B,"En vol turbulent, votre voile se ferme sur l'ensemble du bord d'attaque (frontale) :","c'est une erreur de pilotage, j'aurai du agir préalablement pour éviter la fermeture",2,"vous tirez brièvement sur les deux freins puis, promptement relevez vos mains",2,vous débridez intégralement votre aile,2,vous augmentez fortement l'incidence de votre aile et maintenez cette action,-6,,
W44B,Votre demi-aile gauche se ferme :,vous freinez à gauche pour forcer la réouverture,-6,vous freinez du côté opposé pour stabiliser votre trajectoire en évitant le « surcontre »,2,vous chargez la demi-aile droite simultanément à la sellette et à la commande,2,"de retour au vol droit, si l'aile est toujours fermée, vous pouvez forcer sa réouverture par une action ample et non maintenue du frein gauche",2,,
W45M,"Votre voile se trouve en décrochage parachutal, totalement débridée. Pour tenter d'en sortir :",vous utilisez votre accélérateur pour la faire piquer et revoler,2,"vous tirez brièvement sur les deux freins pour décrocher, et relevez les mains avant de gérer l'abattée qui s'en suit",2,"près du sol, vous vous préparez à atterrir brutalement sans rien tenter pour ne pas risquer une abattée au plus mauvais moment",2,,,,
W46M,Vous risquez particulièrement la mise en vrille :,en baissant fortement une commande à partir d'un vol lent,3,en volant lentement en virage et en air turbulent,3,en ne contrant pas une fermeture massive et dynamique d'une demi-aile,-6,,,,
W47M,"Pour sortir d'une vrille, vous devez :",remonter les mains pour laisser voler l'aile ce qui n'est pas sans risque,2,freiner du côté extérieur à la rotation pour la stopper puis relever les mains pour faire revoler l'aile qui va abattre,4,"éviter les stages SIV en milieu aménagé, adaptés pour apprendre à sortir d'une vrille",-6,,,,
W48M,En vol vous subissez une rupture du frein droit ; vous pouvez piloter avec :,"la sellette, le frein gauche et l'élévateur arrière droit",0,"la sellette, le frein gauche et l'élévateur avant droit",-6,"la sellette, les 2 élévateurs arrière (symétrie des sensations)",6,"la sellette, les élévateurs avant pour vous poser au plus vite",-6,,
W49M,La rupture d'un frein :,rend le pilotage impossible,-6,dégonfle la voile,-6,peut être compensé par le pilotage aux arrières et à la sellette,6,,,,
W4B,"Lors de la réception d'une aile neuve, vous devez :","faire quelques essais en pente école pour vérifier les freins, le suspentage et le ressenti de la prise en charge pendant la course",3,vérifier les performances et les comportements de l'aile sur un site grand vol connu et en conditions aérologiques calmes,3,raccourcir les freins pour légèrement diminuer sa vitesse max (bras haut),-6,,,,
W50M,Vous êtes contraints de vous poser dans un terrain en pente :,vous vous posez à contre-pente,-6,la pente est forte ; vous vous posez face au vent,-6,la pente est très faible ; vous vous posez face au vent,3,la pente est modérée à forte ; vous vous posez travers pente,3,,
W51B,Vous êtes en finale face au terrain d'atterrissage ; vous vous apercevez que vous êtes un peu long et haut ; vous risquez de dépasser le terrain :,vous freinez progressivement votre aile jusqu'au point de parachutage,-6,vous perdez de l'altitude en faisant des 360°,-6,vous augmentez le trajet en faisant un petit S,6,vous lâchez puis retirez les freins plusieurs fois pour secouer l'aile et casser la finesse,-6,,
W52V,La prise de vitesse avant l'atterrissage :,n'est pas nécessaire en parapente,-6,est nécessaire pour garder une bonne vitesse/air car le vent diminue à l'approche du sol,3,est dangereuse car l'appareil va faire une ressource au freinage,-6,rend l'action de freinage plus efficace,3,,
W53V,"Par vent nul, pour vous poser en douceur :",vous faites une finale mains au niveau du nombril,-6,en cours de finale vous privilégiez les corrections de cap à la sellette plutôt qu'avec vos commandes,3,vous attendez d'être à 2 m/sol pour prendre la vitesse voulue et pour vous relever,-6,vous privilégiez une prise de vitesse en début de finale après vous être relevé dans la sellette,3,,
W54B,A 4 m/sol vous constatez que vous allez vous poser avec un vent de travers de 45° :,"vous ne vous inquiétez pas, vous arrondirez plus tôt et n'envisagez pas de virage",-6,vous réalisez un virage pour vous replacer face au vent et freinerez une fois face au vent,-6,en utilisant la sellette vous veillez à ce que cet écart ne s'aggrave pas et vous vous préparez à arrondir normalement,6,,,,
